"Date.and.time","Stock.number.","Date.of.Birth","Fish.name","Genotype","Responsible","Number.of.fish","Action"
"14-Feb-2024 16.26","27729","04-Jan-2024","syt11b-NTR2.0-mcherry","mcherry/mcherry or mcherry/+ or +/+","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-4_D3 IN Johnson Room"
"14-Feb-2024 16.30","27392","16-Nov-2023","syt11a_vms1_51","+/+ or +/-","VMS/MHM",80," ADDED STOCK IN THE Johnson Fish Room"
"14-Feb-2024 16.31","27392","16-Nov-2023","syt11a_vms1_51","+/+ or +/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-4_E4 TO J4-4_E5"
"14-Feb-2024 16.33","27573","07-Dec-2023","chrnb2_vms2_75","+/+ or +/-","VMS/MHM",80," ADDED STOCK IN THE Johnson Fish Room"
"14-Feb-2024 16.34","27573","07-Dec-2023","chrnb2_vms2_75","+/+ or +/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-4_E9 TO J4-4_E10"
"14-Feb-2024 16.38","26444","12-Jul-2023","hivep3b-NTR2.0-mcherry (knockin F0)","F0/F0","VMS/MHM",1," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E3_C6 TO E3_B10"
"16-Feb-2024 16.24","27962","13-Feb-2024","Tg(ptprc:DsRed);nacre inx","DsRed/?; nacre?/?","DNK/MHM",30," ADDED STOCK IN THE Johnson Nursery"
"19-Feb-2024 17.59","27984","15-Feb-2024","syt11a_vms1_51 ; syt11b_vms_75","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",240," ADDED STOCK IN THE Johnson Nursery"
"19-Feb-2024 18.03","27985","15-Feb-2024","stl236 - plecb ; stl261 - pleca","+/+ or +/- or -/- ; +/+ or +/- or -/-","MHM/VMS",400," ADDED STOCK IN THE Johnson Nursery"
"19-Feb-2024 18.07","27133","12-Oct-2023","gano1a/gnao1b crispant","F0","MHM/RM",80,"EUTHANIZED THE STOCK FROM NURSERY "
"19-Feb-2024 18.07","26944","13-Sep-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","a/a or a/+ and b/b or b/+","CW/MHM",40,"EUTHANIZED THE STOCK FROM NURSERY "
"20-Feb-2024 13.07","27986","16-Feb-2024","tcima-EGFP F1 outx Tg(mpeg1.1: tdTomato)","JF?, tdTom/+","DNK/MHM",161," ADDED STOCK IN THE Johnson Nursery"
"20-Feb-2024 13.09","27987","16-Feb-2024","Tg(mpeg1.1:tdTomato) injected with pCS2-mpeg1.1: tcima-EGFP","tdTom/+","DNK/MHM",21," ADDED STOCK IN THE Johnson Nursery"
"20-Feb-2024 13.11","27988","16-Feb-2024","Tg(mpeg1.1:tdTomato) injected with 1.5spp1:NTR2.0-2A-EGFP","tdTom?","DNK/MHM",27," ADDED STOCK IN THE Johnson Nursery"
"20-Feb-2024 13.12","27989","16-Feb-2024","pCS2-hsp70:hSPP1-2A-EGFP injected","GFP?","DNK/MHM",24," ADDED STOCK IN THE Johnson Nursery"
"20-Feb-2024 13.13","27990","16-Feb-2024","pCS2-hsp70:zspp1-2A-EGFP injected","GFP?","DNK/MHM",18," ADDED STOCK IN THE Johnson Nursery"
"21-Feb-2024 13.36","27748","09-Jan-2024","scn4ab-T2A-mcherry-P2A-NTR KI L1A","+/-,+/+","MHM/RM",40," TRANSFERRED STOCK FROM Walker Nursery TO D4_D1 IN Streisinger Room"
"21-Feb-2024 13.36","27748","09-Jan-2024","scn4ab-T2A-mcherry-P2A-NTR KI L1A","+/-,+/+","MHM/RM",40," TRANSFERRED STOCK FROM Walker Nursery TO D4_D2 IN Streisinger Room"
"21-Feb-2024 13.37","27749","09-Jan-2024","ccdc170-T2A-NTR-P2A-mcherry KI F0","F0","MHM/RM",50," TRANSFERRED STOCK FROM Walker Nursery TO D3_D7 IN Streisinger Room"
"21-Feb-2024 13.39","27777","11-Jan-2024","ccdc170-T2A-NTR-P2A-mcherry KI F0","F0","MHM/RM",70," TRANSFERRED STOCK FROM Walker Nursery TO D4_D8 IN Streisinger Room"
"21-Feb-2024 13.39","27777","11-Jan-2024","ccdc170-T2A-NTR-P2A-mcherry KI F0","F0","MHM/RM",70," TRANSFERRED STOCK FROM Walker Nursery TO D4_D9 IN Streisinger Room"
"21-Feb-2024 13.39","27777","11-Jan-2024","ccdc170-T2A-NTR-P2A-mcherry KI F0","F0","MHM/RM",70," TRANSFERRED STOCK FROM Walker Nursery TO D4_D10 IN Streisinger Room"
"21-Feb-2024 13.40","27749","09-Jan-2024","ccdc170-T2A-NTR-P2A-mcherry KI F0","F0","MHM/RM",50," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- D3_D7 TO D4_D7"
"21-Feb-2024 13.44","27736","09-Jan-2024","sox2-2A-sfGFP +/-","GFP/+","MHM/RM",120," TRANSFERRED STOCK FROM Johnson Nursery TO J4-3_G1 IN Johnson Room"
"21-Feb-2024 13.47","27736","09-Jan-2024","sox2-2A-sfGFP +/-","GFP/+","MHM/RM",120,"EDITED THE ADULT STOCK "
"22-Feb-2024 10.57","27134","23-Oct-2023","TU uninjected control","+/+","MHM/RM",18," ADDED STOCK IN THE Streisinger Fish Room"
"22-Feb-2024 10.58","27991","23-Oct-2023","gnao1a/gnao1b crispant F0","F0","MHM/RM",18," ADDED STOCK IN THE Streisinger Fish Room"
"22-Feb-2024 11.00","27133","23-Oct-2023","gnao1a/gnao1b crispant F0","F0","MHM/RM",40," ADDED STOCK IN THE Streisinger Fish Room"
"22-Feb-2024 11.02","27133","23-Oct-2023","gnao1a/gnao1b crispant F0","F0","MHM/RM",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- D3_C7 TO D4_C7"
"22-Feb-2024 11.03","27991","23-Oct-2023","gnao1a/gnao1b crispant F0","F0","MHM/RM",18,"EUTHANIZED THE ADULT STOCK"
"22-Feb-2024 11.04","27133","23-Oct-2023","gnao1a/gnao1b crispant F0","F0","MHM/RM",18," ADDED STOCK IN THE Streisinger Fish Room"
"22-Feb-2024 16.58","26486","18-Jul-2023","pdk2a dgRNP injected F0","F0","MHM/MED/RM",10,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26490","18-Jul-2023","TU uninjected controls pdk2 and pdp1","+/+","MHM/MED/RM",6,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26305","27-Jun-2023","pdk2b dgRNP injected F0","F0/F0","MED/MHM",6,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26306","27-Jun-2023","pdp1 dgRNP injected F0","F0/F0","MED/MHM",10,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26486","18-Jul-2023","pdk2a dgRNP injected F0","F0","MHM/MED/RM",7,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26486","18-Jul-2023","pdk2a dgRNP injected F0","F0","MHM/MED/RM",7,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26486","18-Jul-2023","pdk2a dgRNP injected F0","F0","MHM/MED/RM",8,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26488","18-Jul-2023","pdk2a adn pdk2b dgRNP injected F0","F0","MHM/MED/RM",7,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26488","18-Jul-2023","pdk2a adn pdk2b dgRNP injected F0","F0","MHM/MED/RM",7,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26488","18-Jul-2023","pdk2a adn pdk2b dgRNP injected F0","F0","MHM/MED/RM",9,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26490","18-Jul-2023","TU uninjected controls pdk2 and pdp1","+/+","MHM/MED/RM",7,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26490","18-Jul-2023","TU uninjected controls pdk2 and pdp1","+/+","MHM/MED/RM",7,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26490","18-Jul-2023","TU uninjected controls pdk2 and pdp1","+/+","MHM/MED/RM",7,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26751","22-Aug-2023","pfkfb1 (stl676/+) het inx","+/+","MHM/RM",20,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26751","22-Aug-2023","pfkfb1 (stl676/+) het inx","-/-","MHM/RM",20,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26487","18-Jul-2023","pdk2b dgRNP injected F0","F0","MHM/MED/RM",30,"EUTHANIZED THE STOCK "
"22-Feb-2024 16.58","26489","18-Jul-2023","pdp1 dgRNP injected F0","F0","MHM/MED/RM",28,"EUTHANIZED THE STOCK "
"22-Feb-2024 17.00","26492","19-Jul-2023","sarm1-sau1193","+/-","MED/MHM",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_E5 TO E2_E1"
"22-Feb-2024 17.01","27100","4-Oct-2023","GFPAP:GFP","GFP/+","MHM/RM/MG",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_F3 TO E2_E3"
"22-Feb-2024 17.01","27100","4-Oct-2023","GFPAP:GFP","GFP/+","MHM/RM/MG",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_F4 TO E2_E4"
"22-Feb-2024 17.02","27101","4-Oct-2023","slc1a3b:myrGFP-P2A-H2A-mCherry     ","GFP/+;RFP/+","MHM/MED",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_F5 TO E2_E5"
"22-Feb-2024 17.02","27100","4-Oct-2023","GFPAP:GFP","GFP/+","MHM/RM/MG",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_E4 TO E2_E2"
"22-Feb-2024 17.03","27101","4-Oct-2023","slc1a3b:myrGFP-P2A-H2A-mCherry     ","GFP/+;RFP/+","MHM/MED",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_F6 TO E2_E4"
"22-Feb-2024 17.03","27762","08-Jan-2024","syt11b-2a-eGFP KnockinF0","F0/F0","VMS/MHM",43," TRANSFERRED STOCK FROM Walker Nursery TO D3_D1 IN Streisinger Room"
"22-Feb-2024 17.03","27762","08-Jan-2024","syt11b-2a-eGFP KnockinF0","F0/F0","VMS/MHM",43," TRANSFERRED STOCK FROM Walker Nursery TO D3_D2 IN Streisinger Room"
"22-Feb-2024 17.03","27762","08-Jan-2024","syt11b-2a-eGFP KnockinF0","F0/F0","VMS/MHM",43," TRANSFERRED STOCK FROM Walker Nursery TO D3_D3 IN Streisinger Room"
"22-Feb-2024 17.03","27762","08-Jan-2024","syt11b-2a-eGFP KnockinF0","F0/F0","VMS/MHM",43," TRANSFERRED STOCK FROM Walker Nursery TO D3_C4 IN Streisinger Room"
"23-Feb-2024 09.37","26570","27-Jul-2023","scn4aa dgRNA crisper F0","F0","MHM/RM/LZ",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 09.37","26523","21-Jul-2023","scn4ab dgRNA crisper F0","F0","RM/MHM",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 09.37","26523","21-Jul-2023","scn4ab dgRNA crisper F0","F0/F0","MHM/RM/LZ",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 09.44","26637","9-Aug-2023","TU uninjected control","+/+","MHM/RM/LZ",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 09.44","26525","21-Jul-2023","TU uninjected control","wildtype","RM/MHM",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 09.44","26678","11-Aug-2023","ccdc170 dgRNA crispant","F0","MHM/RM/LZ",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 09.44","26678","11-Aug-2023","ccdc170 dgRNA crispant","F0","MHM/RM/LZ",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 09.44","26634","9-Aug-2023","scn4aa dgRNA crisper F0","F0","MHM/RM/LZ",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 09.44","26634","9-Aug-2023","scn4aa dgRNA crisper F0","F0","MHM/RM/LZ",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 09.44","26634","9-Aug-2023","scn4aa dgRNA crisper F0","F0","MHM/RM/LZ",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 09.44","26635","9-Aug-2023","scn4ab dgRNA crisper F0","F0","MHM/RM/LZ",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 09.44","26635","9-Aug-2023","scn4ab dgRNA crisper F0","F0","MHM/RM/LZ",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 09.44","26635","9-Aug-2023","scn4ab dgRNA crisper F0","F0","MHM/RM/LZ",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 09.44","26636","9-Aug-2023","scn4aa/scn4ab dgRNA F0","F0","MHM/RM/LZ",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 09.44","26636","9-Aug-2023","scn4aa/scn4ab dgRNA F0","F0","MHM/RM/LZ",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 09.44","26636","9-Aug-2023","scn4aa/scn4ab dgRNA F0","F0","MHM/RM/LZ",40,"EUTHANIZED THE STOCK "
"23-Feb-2024 10.00","27568","8-Dec-2023","kcnj10b gRNA crispant F0","F0/F0","MHM/RM",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_C9 TO D4_E10"
"23-Feb-2024 10.01","27568","8-Dec-2023","kcnj10b gRNA crispant F0","F0/F0","MHM/RM",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_C10 TO D4_E9"
"23-Feb-2024 10.04","27569","8-Dec-2023","fam69c gRNA F0 crispant","F0","MHM/RM",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_C7 TO D4_E8"
"23-Feb-2024 10.05","27570","6-Dec-2023","TU uninjected control","+/+","MHM/RM",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_C5 TO D4_E5"
"23-Feb-2024 10.06","27570","6-Dec-2023","TU uninjected control","+/+","MHM/RM",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_C6 TO D4_E6"
"23-Feb-2024 10.12","27349","10-Nov-2023","slc7a11 gRNA crispant F0","F0","MHM/RM",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_D6 TO D4_F10"
"23-Feb-2024 10.14","27349","10-Nov-2023","slc7a11 gRNA crispant F0","F0","MHM/RM",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_D6 TO D4_F9"
"23-Feb-2024 10.16","27349","10-Nov-2023","slc7a11 gRNA crispant F0","F0","MHM/RM",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- D4_F10 TO D4_F8"
"23-Feb-2024 10.16","27347","10-Nov-2023","slc6a11b gRNA crispant F0","F0","MHM/RM",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_D7 TO D4_F10"
"23-Feb-2024 10.17","27347","10-Nov-2023","slc6a11b gRNA crispant F0","F0","MHM/RM",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_E6 TO D4_E1"
"23-Feb-2024 10.18","27350","10-Nov-2023","TU uninjected","+/+","MHM/RM",80," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_D3 TO D4_F7"
"23-Feb-2024 10.19","27348","10-Nov-2023","slc7a11 gRNA crispant F0","F0","MHM/RM",80," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_D2 TO D4_F5"
"23-Feb-2024 10.22","27569","8-Dec-2023","fam69c gRNA F0 crispant","F0","MHM/RM",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_C7 TO D4_E7"
"23-Feb-2024 15.35","27350","23-Feb-2024","TU uninjected","F0/F0","LZ/MHM",40," ADDED STOCK IN THE Streisinger Fish Room"
"23-Feb-2024 15.40","27350","23-Feb-2024","TU uninjected","F0","LZ/MHM",40,"EDITED THE ADULT STOCK "
"23-Feb-2024 15.41","27350","10-Nov-2023","TU uninjected","F0","LZ/MHM",3," ADDED STOCK IN THE Streisinger Fish Room"
"23-Feb-2024 15.43","27350","23-Feb-2024","TU uninjected","F0","LZ/MHM",40,"EUTHANIZED THE ADULT STOCK"
"23-Feb-2024 15.44","27350","11-Nov-2023","TU uninjected","F0","LZ/MHM",40," ADDED STOCK IN THE Streisinger Fish Room"
"23-Feb-2024 15.46","27350","10-Nov-2023","TU uninjected","+/+","LZ/MHM",3,"EDITED THE ADULT STOCK "
"23-Feb-2024 15.46","27350","11-Nov-2023","TU uninjected","+/+","LZ/MHM",40,"EDITED THE ADULT STOCK "
"26-Feb-2024 09.43","24601","10-Nov-2022","Tg(hsp70:BACH1-2A-EGFP) Injected","Enter genotype","CW/MHM",10,"EUTHANIZED THE ADULT STOCK"
"26-Feb-2024 09.44","25574","1-Apr-2023","prkdc-/-;il2rga-/-;WT","Enter genotype","CW/MHM",10,"EUTHANIZED THE ADULT STOCK"
"26-Feb-2024 09.44","26059","17-May-2023","Tg(hsp70:BACH1-2A-EGFP) Injected","GFP-","CW/MHM",2,"EUTHANIZED THE ADULT STOCK"
"26-Feb-2024 09.47","27123","10-Oct-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","bach1a+/-;bach1b+/-","CW/MHM",10," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-1_A1 TO J4-3_B2"
"26-Feb-2024 09.49","26608","01-Aug-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","+/- ; +/-","CW/MHM",7," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_B1 TO J4-3_B3"
"26-Feb-2024 09.51","27123","10-Oct-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","bach1a-/-;bach1b-/-","CW/MHM",3," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_A3 TO J4-3_B1"
"26-Feb-2024 09.52","23865","21-Jul-2022","bach1a Breeders","bach1a-/- ; bach1b-/+","CW/DNK/MHM",10," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_F4 TO J4-1_A1"
"26-Feb-2024 09.55",NA,NA,NA,NA,NA,NA,"EUTHANIZED THE ADULT STOCK"
"26-Feb-2024 09.56","23865","21-Jul-2022","bach1a Breeders","bach1a-/- ; bach1b-/+","CW/DNK/MHM",10," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-1_A1 TO J4-3_A1"
"26-Feb-2024 09.56","23865","21-Jul-2022","bach1b Breeders","bach1a-/+ ; bach1b -/-","CW/DNK/MHM",10," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_F5 TO J4-3_A2"
"26-Feb-2024 09.58","27235","25-Oct-2023","AB* X bach1a/b +/-;+/-","bach1a+/-;bach1b+/-","CW/MHM",12,"EUTHANIZED THE ADULT STOCK"
"26-Feb-2024 10.01","27272","31-Oct-2023","sox2-2A-sfGFP +/- ; bach1a/b +/-;+/- X bach1a/b -/-;-/-","sox2-2a-sfGFP /+ ; bach1a.b+/-","CW/MHM",10," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_D6 TO J4-3_A4"
"26-Feb-2024 10.02","27272","31-Oct-2023","sox2-2A-sfGFP +/- ; bach1a/b +/-;+/- X bach1a/b -/-;-/-","sox2-2a-sfGFP /+ ; bach1a.b -/-","CW/MHM",10," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_D6 TO J4-3_A5"
"26-Feb-2024 10.04","27235","25-Oct-2023","AB* X bach1a/b +/-;+/-","+/-;+/- or +/+;+/+","CW/MHM",11,"EUTHANIZED THE ADULT STOCK"
"26-Feb-2024 10.05","27272","31-Oct-2023","sox2-2A-sfGFP +/- ; bach1a/b +/-;+/- X bach1a/b -/-;-/-","sox2-2a-sfGFP /+ ; bach1a.b+/-","CW/MHM",10," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_D6 TO J4-3_A6"
"26-Feb-2024 10.07","25354","7-Mar-2023","Tg(sox2-2a-CreER)+/-;Tg(ubi:nRSG)+/-","Cre/-;RFP/+","LZ/MHM",40,"EUTHANIZED THE ADULT STOCK"
"26-Feb-2024 10.08","25422","7-Mar-2023","Tg(sox2-2a-CreER)+/-;Tg(ubi:nRSG)+/-","Cre/-;RFP/+","LZ/MHM",40,"EUTHANIZED THE ADULT STOCK"
"26-Feb-2024 10.13","27272","31-Oct-2023","sox2-2A-sfGFP +/- ; bach1a/b +/-;+/- X bach1a/b -/-;-/-","sox2-2a-sfGFP /+ ; bach1a.b -/-","CW/MHM",10," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_D6 TO J4-3_C6"
"26-Feb-2024 10.14","26673","10-Aug-2023","sox2-2A-sfGFP/+ ; bach1a-/- ; bach1b-/+","GFP/+","CW/MHM",11," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_G2 TO J4-3_C7"
"26-Feb-2024 10.14","26714","17-Aug-2023","Tg(hsp70:BACH1-2A-EGFP-L1c) Tg+","GFP/+","CW/MHM",40," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_E10 TO J4-3_C8"
"26-Feb-2024 10.17","26608","01-Aug-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","+/- ; +/-","CW/MHM",4," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_B3 TO J4-3_B4"
"26-Feb-2024 10.21","27991","14-Dec-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","bach1a/b+/-","CW/MHM",20," ADDED STOCK IN THE Johnson Fish Room"
"26-Feb-2024 10.23","27991","14-Dec-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","bach1a/b+/-","CW/MHM",20,"EUTHANIZED THE ADULT STOCK"
"26-Feb-2024 10.25","27644","14-Dec-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","bach1a.b+/-","CW/MHM",40," ADDED STOCK IN THE Johnson Fish Room"
"26-Feb-2024 10.26","27644","14-Dec-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","bach1a.b-/-","CW/MHM",20," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_D6 TO J4-3_D5"
"26-Feb-2024 10.27","27221","31-Oct-2023","sox2-2A-sfGFP +/- ; bach1a/b +/-;+/- X bach1a/b -/-;-/-","+/- ; -/-","CW/MHM",40,"EUTHANIZED THE STOCK "
"26-Feb-2024 10.27","27221","31-Oct-2023","sox2-2A-sfGFP +/- ; bach1a/b +/-;+/- X bach1a/b -/-;-/-","+/- ; -/-","CW/MHM",40,"EUTHANIZED THE STOCK "
"26-Feb-2024 10.30","27221","26-Oct-2023","EKAB","WT","CW/MHM",80,"EDITED THE ADULT STOCK "
"26-Feb-2024 10.31","27221","26-Oct-2023","EKAB","WT","CW/MHM",40," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_C1 TO J4-3_C2"
"26-Feb-2024 10.33","28035","23-Feb-2024","vamp4_vms1_84","+/+ or +/- or -/-","VMS/MHM",160," ADDED STOCK IN THE Johnson Nursery"
"26-Feb-2024 10.34","28036","23-Feb-2024","chrnb2_vms2_75","+/+ or +/- or -/-","VMS/MHM",160," ADDED STOCK IN THE Johnson Nursery"
"26-Feb-2024 10.35","28037","23-Feb-2024","syt11b_vms1_80","+/+ or +/- or -/-","VMS/MHM",160," ADDED STOCK IN THE Johnson Nursery"
"26-Feb-2024 10.36","28038","23-Feb-2024","fhdc5_vms2_44 ","+/+ or +/- or -/-","VMS/MHM",160," ADDED STOCK IN THE Johnson Nursery"
"26-Feb-2024 10.39","28039","23-Feb-2024","syt11a_vms1_51 ; syt11b_vms_75","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",200," ADDED STOCK IN THE Johnson Nursery"
"26-Feb-2024 10.39","23865","21-Jul-2022","bach1a/b Double Het","-/+ ; -/+","CW/DNK/MHM",10," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_F2 TO J4-3_A10"
"26-Feb-2024 10.40","24091","30-Aug-2022","hsp70:BACH1-2A-EGFP-L1C","Tg+","Enter owner name",10," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_F1 TO J4-3_A9"
"26-Feb-2024 10.40","24091","30-Aug-2022","hsp70:BACH1-2A-EGFP-L1C","Tg+","Enter owner name",25,"EUTHANIZED THE ADULT STOCK"
"26-Feb-2024 10.40","23865","21-Jul-2022","bach1a/b Double Het","-/+ ; -/+","CW/DNK/MHM",30,"EUTHANIZED THE ADULT STOCK"
"26-Feb-2024 10.41","27762","08-Jan-2024","syt11b-2a-eGFP KnockinF0","F0/F0","VMS/MHM",43,"EUTHANIZED THE STOCK "
"26-Feb-2024 10.41","27762","08-Jan-2024","syt11b-2a-eGFP KnockinF0","F0/F0","VMS/MHM",43,"EUTHANIZED THE STOCK "
"26-Feb-2024 10.43","26416","7-Jul-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","a-/- ; b-/-","CW/MHM",20," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_F6 TO J4-3_C3"
"26-Feb-2024 10.44","26674","10-Aug-2023","bach1a-/+;bach1b-/- outx AB","+/- ; +/-","CW/MHM",24,"EUTHANIZED THE ADULT STOCK"
"26-Feb-2024 10.45","26674","10-Aug-2023","bach1a-/+;bach1b-/- outx AB","+/- ; +/-","CW/MHM",25," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_G3 TO J4-3_C5"
"26-Feb-2024 10.47","27645","14-Dec-2023","AB*","WT","CW/MHM",40," ADDED STOCK IN THE Johnson Fish Room"
"26-Feb-2024 10.48","27645","14-Dec-2023","AB*","WT","CW/MHM",20," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_D3 TO J4-3_D4"
"26-Feb-2024 10.49","27644","14-Dec-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","bach1a.b+/-","CW/MHM",40,"EDITED THE ADULT STOCK "
"26-Feb-2024 10.50","27644","14-Dec-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","bach1a.b+/-","CW/MHM",20," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_D6 TO J4-3_D9"
"26-Feb-2024 10.51","26398","6-Jul-2023","Tg(hsp70:BACH1-2A-EGFP-L1c) Tg+","GFP/+","Enter owner name",40,"EUTHANIZED THE ADULT STOCK"
"27-Feb-2024 12.21","26298","27-Jun-2023","Tg(actc1b:NTR-2A-mcherry) +/-","RFP+","MHM/RM",40,"EDITED THE ADULT STOCK "
"27-Feb-2024 12.21","26298","27-Jun-2023","Tg(actc1b:NTR-2A-mcherry) +/-","RFP/+","MHM/RM",40,"EDITED THE ADULT STOCK "
"27-Feb-2024 12.23","27726","03-Jan-2024","stl464 gpr126","+/+ or +/- or -/-","MHM/RM",40,"EDITED THE FOOD LABEL TO SB"
"27-Feb-2024 12.23","27726","03-Jan-2024","stl464 gpr126","+/+ or +/- or -/-","MHM/RM",40,"EDITED THE FOOD LABEL TO SB"
"27-Feb-2024 12.23","27726","03-Jan-2024","stl464 gpr126","+/+ or +/- or -/-","MHM/RM",40,"EDITED THE FOOD LABEL TO SB"
"27-Feb-2024 12.23","27726","03-Jan-2024","stl464 gpr126","+/+ or +/- or -/-","MHM/RM",40,"EDITED THE FOOD LABEL TO SB"
